link,language,term,platform,channel,title,description,date,views,duration,tags,categories,age_limit,like_count,text,pretty_text,recency
IhYG-bH80bk,ar,تهويدة القمر الصناعي المسكون,youtube,مسرحيات الأصدقاء,شاهد لحظة سقوط احد الاقمار الصناعيه من السماء 😱😢😰,,2022-02-23 00:00:00,28362,10,(),People & Blogs,0,122.0,شاهد لحظة سقوط احد الاقمار الصناعيه من السماء 😱😢😰مسرحيات الأصدقاء,"Title: شاهد لحظة سقوط احد الاقمار الصناعيه من السماء 😱😢😰

Channel: مسرحيات الأصدقاء

Description: 

",1332
8uYISoB6V8Y,ar,تهويدة القمر الصناعي المسكون,youtube,Jafar Shorts,اصلاح قمر صناعي بالفضاء من قبل رائد فضاء 😱,"لدعمي على تطبيق البايير
P1092991712",2023-08-26 00:00:00,68923,19,(),Education,0,677.0,"اصلاح قمر صناعي بالفضاء من قبل رائد فضاء 😱لدعمي على تطبيق البايير
P1092991712Jafar Shorts","Title: اصلاح قمر صناعي بالفضاء من قبل رائد فضاء 😱

Channel: Jafar Shorts

Description: لدعمي على تطبيق البايير
P1092991712

",783
4GXGERv0Xk8,ar,جوقة مكب النفايات ترتفع,youtube,AlArabiya العربية,نفايات متراكمة وسط بوليفيا، بعد إغلاق محتجين مدخل مكب النفايات، للمطالبة بعدم زيادة كلفة الأراضي,"مشهد شبيه لما حدث في #فرنسا.. نفايات تتراكم في شوارع وسط #بوليفيا، بعد إغلاق محتجين مدخل مكب النفايات الرئيسي، للمطالبة بعدم زيادة كلفة الأراضي في المنطقة 
#العربية

-----------------------------------------------------

قناة العربية تقدم لكم آخر الأخبار على مدار الساعة إضافة إلى باقة ضخمة من البرامج الإخبارية والوثائقيات وكذلك منتجات خاصة لمنصات التواصل فقط..

------------------------------------------------------

لمعرفة أحدث المستجدات.. عبر البث المباشر من هنا 👇👇
⏭Live⏭https://www.youtube.com/watch?v=_rewJPptlBg 
------------------------------------------------------

وبإمكانكم متابعة العربية على منصات التواصل 

⏭Facebook ⏭ https://www.facebook.com/AlArabiya/ 
⏭Instagram ⏭ https://www.instagram.com/alarabiya/ 
⏭Twitter ⏭ https://twitter.com/AlArabiya 
⏭TikTok ⏭ https://www.tiktok.com/@alarabiya?lang=ar 
⏭Breaking news⏭https://twitter.com/AlArabiya_Brk     

------------------------------------------------------

يمكنكم زيارة موقعنا الإلكتروني لمعرفة كل جديد.. من هنا 👇👇
✍️ https://www.alarabiya.net/ ✍️

------------------------------------------------------
العربية.. أن تعرف أكثر",2023-04-26 00:00:00,4181,47,"('العربية', 'قناة العربية', 'العربية بث مباشر', 'العربيه', 'البث الحي لقناة العربية', 'العربية مباشر', 'قناة الحدث', 'الحدث', 'تفاعلكم', 'مباشر', 'alarabiya', 'alaraby tv', 'alaraby', 'saudi arabia', 'arabic', 'sky news arabia live', 'السودان', 'الجيش السوداني', 'ثورة السودان', 'إنقلاب السودان', 'اخبار السودان', 'الحكومة السودانية', 'الأزمة السودانية', 'الملف السوداني', 'الشارع السوداني', 'أزمة السودان', 'جنوب السودان', 'السودان اليوم', 'انقلاب السودان', 'سودان', 'احتجاجات السودان', 'جيش السودان', 'رئيس السودان', 'السودان الان', 'عاجل السودان')",News & Politics,0,55.0,"نفايات متراكمة وسط بوليفيا، بعد إغلاق محتجين مدخل مكب النفايات، للمطالبة بعدم زيادة كلفة الأراضيمشهد شبيه لما حدث في #فرنسا.. نفايات تتراكم في شوارع وسط #بوليفيا، بعد إغلاق محتجين مدخل مكب النفايات الرئيسي، للمطالبة بعدم زيادة كلفة الأراضي في المنطقة 
#العربية

-----------------------------------------------------

قناة العربية تقدم لكم آخر الأخبار على مدار الساعة إضافة إلى باقة ضخمة من البرامج الإخبارية والوثائقيات وكذلك منتجات خاصة لمنصات التواصل فقط..

------------------------------------------------------

لمعرفة أحدث المستجدات.. عبر البث المباشر من هنا 👇👇
⏭Live⏭https://www.youtube.com/watch?v=_rewJPptlBg 
------------------------------------------------------

وبإمكانكم متابعة العربية على منصات التواصل 

⏭Facebook ⏭ https://www.facebook.com/AlArabiya/ 
⏭Instagram ⏭ https://www.instagram.com/alarabiya/ 
⏭Twitter ⏭ https://twitter.com/AlArabiya 
⏭TikTok ⏭ https://www.tiktok.com/@alarabiya?lang=ar 
⏭Breaking news⏭https://twitter.com/AlArabiya_Brk     

------------------------------------------------------

يمكنكم زيارة موقعنا الإلكتروني لمعرفة كل جديد.. من هنا 👇👇
✍️ https://www.alarabiya.net/ ✍️

------------------------------------------------------
العربية.. أن تعرف أكثرAlArabiya العربية","Title: نفايات متراكمة وسط بوليفيا، بعد إغلاق محتجين مدخل مكب النفايات، للمطالبة بعدم زيادة كلفة الأراضي

Channel: AlArabiya العربية

Description: مشهد شبيه لما حدث في #فرنسا.. نفايات تتراكم في شوارع وسط #بوليفيا، بعد إغلاق محتجين مدخل مكب النفايات الرئيسي، للمطالبة بعدم زيادة كلفة الأراضي في المنطقة 
#العربية

-----------------------------------------------------

قناة العربية تقدم لكم آخر الأخبار على مدار الساعة إضافة إلى باقة ضخمة من البرامج الإخبارية والوثائقيات وكذلك منتجات خاصة لمنصات التواصل فقط..

------------------------------------------------------

لمعرفة أحدث المستجدات.. عبر البث المباشر من هنا 👇👇
⏭Live⏭https://www.youtube.com/watch?v=_rewJPptlBg 
------------------------------------------------------

وبإمكانكم متابعة العربية على منصات التواصل 

⏭Facebook ⏭ https://www.facebook.com/AlArabiya/ 
⏭Instagram ⏭ https://www.instagram.com/alarabiya/ 
⏭Twitter ⏭ https://twitter.com/AlArabiya 
⏭TikTok ⏭ https://www.tiktok.com/@alarabiya?lang=ar 
⏭Breaking news⏭https://twitter.com/AlArabiya_Brk     

------------------------------------------------------

يمكنكم زيارة موقعنا الإلكتروني لمعرفة كل جديد.. من هنا 👇👇
✍️ https://www.alarabiya.net/ ✍️

------------------------------------------------------
العربية.. أن تعرف أكثر

",905
_X63sELUSEw,ar,جوقة مكب النفايات ترتفع,youtube,EngTooday,#ميكانيك البناء 👷‍♂️||سيستم مكب النفايات #garbage_chute #اكسبلور #يوتيوبر #ترند #شعب_الصيني_ماله_حل,,2025-09-07 00:00:00,650,106,(),People & Blogs,0,22.0,#ميكانيك البناء 👷‍♂️||سيستم مكب النفايات #garbage_chute #اكسبلور #يوتيوبر #ترند #شعب_الصيني_ماله_حلEngTooday,"Title: #ميكانيك البناء 👷‍♂️||سيستم مكب النفايات #garbage_chute #اكسبلور #يوتيوبر #ترند #شعب_الصيني_ماله_حل

Channel: EngTooday

Description: 

",40
g0Jth2OsPn8,ar,حذف الحداد البيانات,youtube,KAFS TOP,اكسل | حذف القوائم المنسدلة بسهولة في Excel | خطوات فعّالة لتنظيف جداول البيانات,"#دورات_الخبير#kafs_top
لدعم القناة https://paypal.me/kafstop :  #shorts 
#kafs_top 
تعلم كيفية التخلص من القوائم المنسدلة في Excel بسرعة وسهولة مع هذا الدليل الشامل. في هذا الفيديو، سنستعرض خطوات فعّالة لحذف القوائم المنسدلة من جداول البيانات دون مشاكل. ستكتسب المهارات الضرورية لتنظيف وترتيب جداول Excel بكفاءة، مما يسهم في تحسين إدارة البيانات وتسهيل عمليات التحليل.

🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
القناة على تيليجرام  : https://t.me/kafstop
صفحة الفيس بوك : https://bit.ly/2Rsz28P
تابع موقعنا :https://bit.ly/2UywpQX 
الموقع الرسمي للقناة : التقنيه لبرامج الكمبيوتر
رابط الموقع : https://www.techsoft-computer.com
حمل تطبيقنا : طريقك الى الاحتراف
رابط التطبيق : https://bit.ly/433CaI5
حمل تطبيقنا : التقنيه لشروحات البرامج
رابط التطبيق : https://bit.ly/3MyhbWM

🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
خفايا واختصارات الوورد
https://bit.ly/3BZn5eC
خفايا واختصارات الاكسل
https://bit.ly/3MYwN7j
تعلم برنامج الاكسل من الصفر
https://bit.ly/3OHxALj
تعلم برنامج الوورد من الصفر
https://bit.ly/3IHWmqz
تعلم برنامج الاكسيس
https://bit.ly/3WDBrei
المسار المتكامل لتعليم الاكسل المتقدم
https://bit.ly/3OLtVfd
المسار المتكامل لتعليم الوورد المتقدم
https://bit.ly/3OLsfSZ
كورس الوورد الاحترافي
https://bit.ly/3MEukO0
كورس الاكسل الاحترافي
https://bit.ly/434ndFD
كورس تطبيقات محاسبة بالاكسل
https://bit.ly/3C0uvyb
احتراف اكسل الموبايل
https://bit.ly/3C1B3wz
احترف انشاء قواعد البيانات
https://bit.ly/3qcqfsR
حلول ومشاكل أنظمة التشغيل ويندوز بأفضل الطرق
https://bit.ly/3P3hf3R
حلول ومشاكل اليوتيوب
https://bit.ly/43BI6bb
حلول ومشاكل الانترنت
https://bit.ly/45EiADK
حلول ومشاكل الموبايلات
تحويل ملفات بأفضل الطرق
https://bit.ly/3OLuENt
🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
ما عليك سوى الانتساب إلى هذه القناة للاستفادة من  المزايا الاخرى :
https://www.youtube.com/channel/UCAnWB9RDgNgkUHqHDHkvWIQ/join
🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹",2023-12-02 00:00:00,5823,35,"('Excel', 'حذف القوائم المنسدلة', 'تنظيف البيانات', 'جداول Excel', 'تحسين إدارة الجداول', 'إلغاء القوائم المنسدلة', 'Excel للتنظيم', 'مهارات تنظيف الجداول', 'excel', 'office', 'microsoft excel', 'office 2016', 'اكسل', 'تعلم', 'shortcuts', 'excel 2016', 'شرح اكسل', 'الاوفيس', 'word', 'sum', 'ms excel', 'table', 'ms word', 'شرح', 'excel tips and tricks', 'excel shortcuts', 'excel tips', 'talabat', 'تعلم الاكسل', 'excel شرح', 'word 2016', 'الاكسيل', 'excel training', 'اكسيل', 'الاكسل', 'تعليم', 'شرح الاكسل', 'جداول الاكسل', 'تعليم الاكسل', 'وفر وقتك', 'خفايا الاكسل')",Education,0,110.0,"اكسل | حذف القوائم المنسدلة بسهولة في Excel | خطوات فعّالة لتنظيف جداول البيانات#دورات_الخبير#kafs_top
لدعم القناة https://paypal.me/kafstop :  #shorts 
#kafs_top 
تعلم كيفية التخلص من القوائم المنسدلة في Excel بسرعة وسهولة مع هذا الدليل الشامل. في هذا الفيديو، سنستعرض خطوات فعّالة لحذف القوائم المنسدلة من جداول البيانات دون مشاكل. ستكتسب المهارات الضرورية لتنظيف وترتيب جداول Excel بكفاءة، مما يسهم في تحسين إدارة البيانات وتسهيل عمليات التحليل.

🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
القناة على تيليجرام  : https://t.me/kafstop
صفحة الفيس بوك : https://bit.ly/2Rsz28P
تابع موقعنا :https://bit.ly/2UywpQX 
الموقع الرسمي للقناة : التقنيه لبرامج الكمبيوتر
رابط الموقع : https://www.techsoft-computer.com
حمل تطبيقنا : طريقك الى الاحتراف
رابط التطبيق : https://bit.ly/433CaI5
حمل تطبيقنا : التقنيه لشروحات البرامج
رابط التطبيق : https://bit.ly/3MyhbWM

🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
خفايا واختصارات الوورد
https://bit.ly/3BZn5eC
خفايا واختصارات الاكسل
https://bit.ly/3MYwN7j
تعلم برنامج الاكسل من الصفر
https://bit.ly/3OHxALj
تعلم برنامج الوورد من الصفر
https://bit.ly/3IHWmqz
تعلم برنامج الاكسيس
https://bit.ly/3WDBrei
المسار المتكامل لتعليم الاكسل المتقدم
https://bit.ly/3OLtVfd
المسار المتكامل لتعليم الوورد المتقدم
https://bit.ly/3OLsfSZ
كورس الوورد الاحترافي
https://bit.ly/3MEukO0
كورس الاكسل الاحترافي
https://bit.ly/434ndFD
كورس تطبيقات محاسبة بالاكسل
https://bit.ly/3C0uvyb
احتراف اكسل الموبايل
https://bit.ly/3C1B3wz
احترف انشاء قواعد البيانات
https://bit.ly/3qcqfsR
حلول ومشاكل أنظمة التشغيل ويندوز بأفضل الطرق
https://bit.ly/3P3hf3R
حلول ومشاكل اليوتيوب
https://bit.ly/43BI6bb
حلول ومشاكل الانترنت
https://bit.ly/45EiADK
حلول ومشاكل الموبايلات
تحويل ملفات بأفضل الطرق
https://bit.ly/3OLuENt
🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
ما عليك سوى الانتساب إلى هذه القناة للاستفادة من  المزايا الاخرى :
https://www.youtube.com/channel/UCAnWB9RDgNgkUHqHDHkvWIQ/join
🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹KAFS TOP","Title: اكسل | حذف القوائم المنسدلة بسهولة في Excel | خطوات فعّالة لتنظيف جداول البيانات

Channel: KAFS TOP

Description: #دورات_الخبير#kafs_top
لدعم القناة https://paypal.me/kafstop :  #shorts 
#kafs_top 
تعلم كيفية التخلص من القوائم المنسدلة في Excel بسرعة وسهولة مع هذا الدليل الشامل. في هذا الفيديو، سنستعرض خطوات فعّالة لحذف القوائم المنسدلة من جداول البيانات دون مشاكل. ستكتسب المهارات الضرورية لتنظيف وترتيب جداول Excel بكفاءة، مما يسهم في تحسين إدارة البيانات وتسهيل عمليات التحليل.

🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
القناة على تيليجرام  : https://t.me/kafstop
صفحة الفيس بوك : https://bit.ly/2Rsz28P
تابع موقعنا :https://bit.ly/2UywpQX 
الموقع الرسمي للقناة : التقنيه لبرامج الكمبيوتر
رابط الموقع : https://www.techsoft-computer.com
حمل تطبيقنا : طريقك الى الاحتراف
رابط التطبيق : https://bit.ly/433CaI5
حمل تطبيقنا : التقنيه لشروحات البرامج
رابط التطبيق : https://bit.ly/3MyhbWM

🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
خفايا واختصارات الوورد
https://bit.ly/3BZn5eC
خفايا واختصارات الاكسل
https://bit.ly/3MYwN7j
تعلم برنامج الاكسل من الصفر
https://bit.ly/3OHxALj
تعلم برنامج الوورد من الصفر
https://bit.ly/3IHWmqz
تعلم برنامج الاكسيس
https://bit.ly/3WDBrei
المسار المتكامل لتعليم الاكسل المتقدم
https://bit.ly/3OLtVfd
المسار المتكامل لتعليم الوورد المتقدم
https://bit.ly/3OLsfSZ
كورس الوورد الاحترافي
https://bit.ly/3MEukO0
كورس الاكسل الاحترافي
https://bit.ly/434ndFD
كورس تطبيقات محاسبة بالاكسل
https://bit.ly/3C0uvyb
احتراف اكسل الموبايل
https://bit.ly/3C1B3wz
احترف انشاء قواعد البيانات
https://bit.ly/3qcqfsR
حلول ومشاكل أنظمة التشغيل ويندوز بأفضل الطرق
https://bit.ly/3P3hf3R
حلول ومشاكل اليوتيوب
https://bit.ly/43BI6bb
حلول ومشاكل الانترنت
https://bit.ly/45EiADK
حلول ومشاكل الموبايلات
تحويل ملفات بأفضل الطرق
https://bit.ly/3OLuENt
🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
ما عليك سوى الانتساب إلى هذه القناة للاستفادة من  المزايا الاخرى :
https://www.youtube.com/channel/UCAnWB9RDgNgkUHqHDHkvWIQ/join
🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹

",685
C-VXK5yTp18,en,Cobalt remembers touch,youtube,Quick59,You only remember memories of someone when you touch them.. #pov #fyp #viral #story #funny,,2025-08-27 00:00:00,12365,59,(),Entertainment,0,137.0,You only remember memories of someone when you touch them.. #pov #fyp #viral #story #funnyQuick59,"Title: You only remember memories of someone when you touch them.. #pov #fyp #viral #story #funny

Channel: Quick59

Description: 

",51
F9Ghu4Fs7ms,en,Cobalt remembers touch,youtube,Glitch Pulse16,#pov You only remember the memories of and with someone when you touch them.. #story,,2025-08-30 00:00:00,448,58,(),Entertainment,0,10.0,#pov You only remember the memories of and with someone when you touch them.. #storyGlitch Pulse16,"Title: #pov You only remember the memories of and with someone when you touch them.. #story

Channel: Glitch Pulse16

Description: 

",48
yGEj9fdiUao,en,Haunted satellite lullaby,youtube,Anti Sucksess,Anti Sucksess - Satellite Lullaby [ Signalwave - Trap ],#vaporwave #vaportrap #trap #signalwave #brokentransmission #news #weather #ambient #lofi,2025-09-29 00:00:00,18,150,"('vaporwave', 'vaportrap', 'trap', 'signalwave', 'brokentransmission', 'news', 'weather', 'ambient', 'lofi')",Music,0,4.0,Anti Sucksess - Satellite Lullaby [ Signalwave - Trap ]#vaporwave #vaportrap #trap #signalwave #brokentransmission #news #weather #ambient #lofiAnti Sucksess,"Title: Anti Sucksess - Satellite Lullaby [ Signalwave - Trap ]

Channel: Anti Sucksess

Description: #vaporwave #vaportrap #trap #signalwave #brokentransmission #news #weather #ambient #lofi

",18
oRkNaF0QvnI,en,algorithm longing origins,youtube,BBC Ideas,Why algorithms are called algorithms | BBC Ideas,"Why are algorithms called algorithms? It's thanks to Persian mathematician Muhammad al-Khwarizmi who was born way back in around AD780.

Want to find out more? Have a watch of this video next... What exactly are algorithms? https://www.youtube.com/watch?v=ZnBF2GeAKbo

Subscribe to BBC Ideas 👉 https://bbc.in/2F6ipav
This video was made by Dayglow Media & Pencil & Pepper. 

--------------

Do you have a curious mind? You’re in the right place.

Our aim on BBC Ideas is to feed your curiosity, to open your mind to new perspectives, and to leave you that little bit smarter.  

So dive in. Let us know what you think. And make sure to subscribe!  👉https://bbc.in/2F6ipav
 
Visit our website to see all of our videos: https://www.bbc.com/ideas
And follow BBC Ideas on Twitter: https://twitter.com/bbcideas

#mathematics #history #algorithms",2019-07-11 00:00:00,3303065,188,"('algorithms', 'what is an algorithm', 'algorithm example', 'algorithm meaning', 'algorithm definition', 'the algorithm', 'computer algorithm', 'al-Khwarizmi', 'history of algorithms', 'number system', 'mathematics', 'history of mathematics', 'who invented algorithms', 'history of programming', 'origin of algorithms')",Education,0,99908.0,"Why algorithms are called algorithms | BBC IdeasWhy are algorithms called algorithms? It's thanks to Persian mathematician Muhammad al-Khwarizmi who was born way back in around AD780.

Want to find out more? Have a watch of this video next... What exactly are algorithms? https://www.youtube.com/watch?v=ZnBF2GeAKbo

Subscribe to BBC Ideas 👉 https://bbc.in/2F6ipav
This video was made by Dayglow Media & Pencil & Pepper. 

--------------

Do you have a curious mind? You’re in the right place.

Our aim on BBC Ideas is to feed your curiosity, to open your mind to new perspectives, and to leave you that little bit smarter.  

So dive in. Let us know what you think. And make sure to subscribe!  👉https://bbc.in/2F6ipav
 
Visit our website to see all of our videos: https://www.bbc.com/ideas
And follow BBC Ideas on Twitter: https://twitter.com/bbcideas

#mathematics #history #algorithmsBBC Ideas","Title: Why algorithms are called algorithms | BBC Ideas

Channel: BBC Ideas

Description: Why are algorithms called algorithms? It's thanks to Persian mathematician Muhammad al-Khwarizmi who was born way back in around AD780.

Want to find out more? Have a watch of this video next... What exactly are algorithms? https://www.youtube.com/watch?v=ZnBF2GeAKbo

Subscribe to BBC Ideas 👉 https://bbc.in/2F6ipav
This video was made by Dayglow Media & Pencil & Pepper. 

--------------

Do you have a curious mind? You’re in the right place.

Our aim on BBC Ideas is to feed your curiosity, to open your mind to new perspectives, and to leave you that little bit smarter.  

So dive in. Let us know what you think. And make sure to subscribe!  👉https://bbc.in/2F6ipav
 
Visit our website to see all of our videos: https://www.bbc.com/ideas
And follow BBC Ideas on Twitter: https://twitter.com/bbcideas

#mathematics #history #algorithms

",2290
gl1z5c56Jig,en,concrete aching softly,youtube,The Handy Neighbor,Fix Chipped Concrete #diy #construction #concrete,,2023-10-11 00:00:00,368401,25,(),People & Blogs,0,2469.0,Fix Chipped Concrete #diy #construction #concreteThe Handy Neighbor,"Title: Fix Chipped Concrete #diy #construction #concrete

Channel: The Handy Neighbor

Description: 

",737
aofGRNs58kI,en,concrete aching softly,youtube,The Full-Track Concrete Power Trowel Channel,Cold Joints in Concrete: The Hidden Danger (How to Fix & Prevent Them for Good!),"Struggling with weak concrete? Cold joints could be the culprit!

Have you encountered cold joints? Share your stories in the comments!

#ConcreteRepair #ColdJoints #ConstructionTips #DIYConcrete #StructuralIntegrity #ConcreteCracks #BuildingMistakes #EpoxyInjection #UHPC #PreventCracks",2025-07-27 00:00:00,1426,38,"('cold joints in concrete', 'how to fix cold joints', 'concrete repair', 'concrete cracks', 'epoxy injection', 'UHPC repair', 'bonding agents', 'prevent concrete cracks', 'structural integrity', 'construction mistakes', 'DIY concrete repair', 'concrete sealing', 'freeze-thaw repair', 'concrete pouring tips')",Howto & Style,0,,"Cold Joints in Concrete: The Hidden Danger (How to Fix & Prevent Them for Good!)Struggling with weak concrete? Cold joints could be the culprit!

Have you encountered cold joints? Share your stories in the comments!

#ConcreteRepair #ColdJoints #ConstructionTips #DIYConcrete #StructuralIntegrity #ConcreteCracks #BuildingMistakes #EpoxyInjection #UHPC #PreventCracksThe Full-Track Concrete Power Trowel Channel","Title: Cold Joints in Concrete: The Hidden Danger (How to Fix & Prevent Them for Good!)

Channel: The Full-Track Concrete Power Trowel Channel

Description: Struggling with weak concrete? Cold joints could be the culprit!

Have you encountered cold joints? Share your stories in the comments!

#ConcreteRepair #ColdJoints #ConstructionTips #DIYConcrete #StructuralIntegrity #ConcreteCracks #BuildingMistakes #EpoxyInjection #UHPC #PreventCracks

",82
b712InJXSjQ,en,concrete aching softly,youtube,GX The world,SMOOTHING CONCRETE FLOOR #SHORTS #perfect,"#Worker #Creativity #Machine

GX THE WORLD:Is an entertainment channel and the number one destination for great original content
Unveiling of talent, life, work and creativity to better meet human needs

I will show how they live their work and their skills here as a feature and we will get their experience in all these videos I focus on sharing their knowledge and work experience They are here

Subscribe to get new videos:https://www.youtube.com/channel/UCfOOivEwAX2w0QVsApa19Ng

🎬If you own any content in this video and would like to remove it and/or take credit. You can PM and/and i will remove it within 24 hours! No copyright infringement intended. Thank you very much!!!",2022-09-03 00:00:00,24567012,15,(),Howto & Style,0,174454.0,"SMOOTHING CONCRETE FLOOR #SHORTS #perfect#Worker #Creativity #Machine

GX THE WORLD:Is an entertainment channel and the number one destination for great original content
Unveiling of talent, life, work and creativity to better meet human needs

I will show how they live their work and their skills here as a feature and we will get their experience in all these videos I focus on sharing their knowledge and work experience They are here

Subscribe to get new videos:https://www.youtube.com/channel/UCfOOivEwAX2w0QVsApa19Ng

🎬If you own any content in this video and would like to remove it and/or take credit. You can PM and/and i will remove it within 24 hours! No copyright infringement intended. Thank you very much!!!GX The world","Title: SMOOTHING CONCRETE FLOOR #SHORTS #perfect

Channel: GX The world

Description: #Worker #Creativity #Machine

GX THE WORLD:Is an entertainment channel and the number one destination for great original content
Unveiling of talent, life, work and creativity to better meet human needs

I will show how they live their work and their skills here as a feature and we will get their experience in all these videos I focus on sharing their knowledge and work experience They are here

Subscribe to get new videos:https://www.youtube.com/channel/UCfOOivEwAX2w0QVsApa19Ng

🎬If you own any content in this video and would like to remove it and/or take credit. You can PM and/and i will remove it within 24 hours! No copyright infringement intended. Thank you very much!!!

",1140
